estado,acceso_salud,sexo,anio,trimestre,trimestre_texto,periodo,fecha_fin_trimestre,valor
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2007,2,Segundo trimestre del 2007,2007Q2,2007-06-30 23:59:59.999999999,53212
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2007,2,Segundo trimestre del 2007,2007Q2,2007-06-30 23:59:59.999999999,73369
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,55907
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,79898
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,60172
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,77474
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,56627
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,71427
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,57960
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,71252
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,60932
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,74950
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,61350
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,77060
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,59977
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,79127
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,60440
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,73985
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,55774
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,78568
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,57385
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,78679
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,56391
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,72989
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,63709
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,71266
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,59021
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,73088
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,55226
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,70213
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,51178
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,75908
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,51910
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2011,2,Segundo trimestre del 2011,2011Q2,2011-06-30 23:59:59.999999999,76987
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,50315
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2011,3,Tercer trimestre del 2011,2011Q3,2011-09-30 23:59:59.999999999,74424
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,53051
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2011,4,Cuarto trimestre del 2011,2011Q4,2011-12-31 23:59:59.999999999,74128
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,54046
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2012,1,Primer trimestre del 2012,2012Q1,2012-03-31 23:59:59.999999999,68771
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,59131
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2012,2,Segundo trimestre del 2012,2012Q2,2012-06-30 23:59:59.999999999,76421
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,66313
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2012,3,Tercer trimestre del 2012,2012Q3,2012-09-30 23:59:59.999999999,77722
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,58416
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2012,4,Cuarto trimestre del 2012,2012Q4,2012-12-31 23:59:59.999999999,72644
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,56380
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2013,1,Primer trimestre del 2013,2013Q1,2013-03-31 23:59:59.999999999,79895
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,63916
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2013,2,Segundo trimestre del 2013,2013Q2,2013-06-30 23:59:59.999999999,81576
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,58532
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2013,3,Tercer trimestre del 2013,2013Q3,2013-09-30 23:59:59.999999999,77689
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,56592
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2013,4,Cuarto trimestre del 2013,2013Q4,2013-12-31 23:59:59.999999999,84976
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,55641
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2014,1,Primer trimestre del 2014,2014Q1,2014-03-31 23:59:59.999999999,82348
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,61693
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2014,2,Segundo trimestre del 2014,2014Q2,2014-06-30 23:59:59.999999999,77994
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,61419
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2014,3,Tercer trimestre del 2014,2014Q3,2014-09-30 23:59:59.999999999,85058
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,71141
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2014,4,Cuarto trimestre del 2014,2014Q4,2014-12-31 23:59:59.999999999,84001
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,65703
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2015,1,Primer trimestre del 2015,2015Q1,2015-03-31 23:59:59.999999999,81852
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,62315
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2015,2,Segundo trimestre del 2015,2015Q2,2015-06-30 23:59:59.999999999,79012
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,64884
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2015,3,Tercer trimestre del 2015,2015Q3,2015-09-30 23:59:59.999999999,85069
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,62794
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2015,4,Cuarto trimestre del 2015,2015Q4,2015-12-31 23:59:59.999999999,89095
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,62091
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2016,1,Primer trimestre del 2016,2016Q1,2016-03-31 23:59:59.999999999,93186
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,58518
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2016,2,Segundo trimestre del 2016,2016Q2,2016-06-30 23:59:59.999999999,90462
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,58941
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2016,3,Tercer trimestre del 2016,2016Q3,2016-09-30 23:59:59.999999999,97048
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,55149
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2016,4,Cuarto trimestre del 2016,2016Q4,2016-12-31 23:59:59.999999999,80554
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,61766
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2017,1,Primer trimestre del 2017,2017Q1,2017-03-31 23:59:59.999999999,79633
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,60592
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2017,2,Segundo trimestre del 2017,2017Q2,2017-06-30 23:59:59.999999999,85992
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,49488
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2017,3,Tercer trimestre del 2017,2017Q3,2017-09-30 23:59:59.999999999,79019
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,50571
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2017,4,Cuarto trimestre del 2017,2017Q4,2017-12-31 23:59:59.999999999,80953
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,53068
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2018,1,Primer trimestre del 2018,2018Q1,2018-03-31 23:59:59.999999999,86230
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,53480
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2018,2,Segundo trimestre del 2018,2018Q2,2018-06-30 23:59:59.999999999,89165
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,58997
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2018,3,Tercer trimestre del 2018,2018Q3,2018-09-30 23:59:59.999999999,87143
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,62794
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2018,4,Cuarto trimestre del 2018,2018Q4,2018-12-31 23:59:59.999999999,78115
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,69220
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2019,1,Primer trimestre del 2019,2019Q1,2019-03-31 23:59:59.999999999,84420
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,62209
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2019,2,Segundo trimestre del 2019,2019Q2,2019-06-30 23:59:59.999999999,90422
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2019,3,Tercer trimestre del 2019,2019Q3,2019-09-30 23:59:59.999999999,62177
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2019,3,Tercer trimestre del 2019,2019Q3,2019-09-30 23:59:59.999999999,94457
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,56258
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2019,4,Cuarto trimestre del 2019,2019Q4,2019-12-31 23:59:59.999999999,90710
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,55904
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2020,1,Primer trimestre del 2020,2020Q1,2020-03-31 23:59:59.999999999,90895
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,49002
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2020,3,Tercer trimestre del 2020,2020Q3,2020-09-30 23:59:59.999999999,80120
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,56178
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2020,4,Cuarto trimestre del 2020,2020Q4,2020-12-31 23:59:59.999999999,86367
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2021,1,Primer trimestre del 2021,2021Q1,2021-03-31 23:59:59.999999999,68949
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2021,1,Primer trimestre del 2021,2021Q1,2021-03-31 23:59:59.999999999,95074
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,81033
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2021,2,Segundo trimestre del 2021,2021Q2,2021-06-30 23:59:59.999999999,113701
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2021,3,Tercer trimestre del 2021,2021Q3,2021-09-30 23:59:59.999999999,72703
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2021,3,Tercer trimestre del 2021,2021Q3,2021-09-30 23:59:59.999999999,110920
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,71117
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2021,4,Cuarto trimestre del 2021,2021Q4,2021-12-31 23:59:59.999999999,107780
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,71217
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2022,1,Primer trimestre del 2022,2022Q1,2022-03-31 23:59:59.999999999,100034
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,61374
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2022,2,Segundo trimestre del 2022,2022Q2,2022-06-30 23:59:59.999999999,89651
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,61481
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2022,3,Tercer trimestre del 2022,2022Q3,2022-09-30 23:59:59.999999999,90508
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2022,4,Cuarto trimestre del 2022,2022Q4,2022-12-31 23:59:59.999999999,71613
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2022,4,Cuarto trimestre del 2022,2022Q4,2022-12-31 23:59:59.999999999,93561
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2023,1,Primer trimestre del 2023,2023Q1,2023-03-31 23:59:59.999999999,66616
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2023,1,Primer trimestre del 2023,2023Q1,2023-03-31 23:59:59.999999999,101636
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,66794
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2023,2,Segundo trimestre del 2023,2023Q2,2023-06-30 23:59:59.999999999,100766
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2023,3,Tercer trimestre del 2023,2023Q3,2023-09-30 23:59:59.999999999,57333
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2023,3,Tercer trimestre del 2023,2023Q3,2023-09-30 23:59:59.999999999,110677
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,63597
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2023,4,Cuarto trimestre del 2023,2023Q4,2023-12-31 23:59:59.999999999,98993
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,59787
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2024,1,Primer trimestre del 2024,2024Q1,2024-03-31 23:59:59.999999999,101294
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,63296
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2024,2,Segundo trimestre del 2024,2024Q2,2024-06-30 23:59:59.999999999,90148
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,61046
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2024,3,Tercer trimestre del 2024,2024Q3,2024-09-30 23:59:59.999999999,97688
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,71576
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2024,4,Cuarto trimestre del 2024,2024Q4,2024-12-31 23:59:59.999999999,95983
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,66825
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2025,1,Primer trimestre del 2025,2025Q1,2025-03-31 23:59:59.999999999,103998
San Luis Potosí,Sin acceso a instituciones de salud,Hombre,2025,2,Segundo trimestre del 2025,2025Q2,2025-06-30 23:59:59.999999999,69695
San Luis Potosí,Sin acceso a instituciones de salud,Mujer,2025,2,Segundo trimestre del 2025,2025Q2,2025-06-30 23:59:59.999999999,89207
Sinaloa,Con acceso a instituciones de salud,Hombre,2005,1,Primer trimestre del 2005,2005Q1,2005-03-31 23:59:59.999999999,46696
Sinaloa,Con acceso a instituciones de salud,Mujer,2005,1,Primer trimestre del 2005,2005Q1,2005-03-31 23:59:59.999999999,36169
Sinaloa,Con acceso a instituciones de salud,Hombre,2005,2,Segundo trimestre del 2005,2005Q2,2005-06-30 23:59:59.999999999,54695
Sinaloa,Con acceso a instituciones de salud,Mujer,2005,2,Segundo trimestre del 2005,2005Q2,2005-06-30 23:59:59.999999999,34927
Sinaloa,Con acceso a instituciones de salud,Hombre,2005,3,Tercer trimestre del 2005,2005Q3,2005-09-30 23:59:59.999999999,53390
Sinaloa,Con acceso a instituciones de salud,Mujer,2005,3,Tercer trimestre del 2005,2005Q3,2005-09-30 23:59:59.999999999,31628
Sinaloa,Con acceso a instituciones de salud,Hombre,2005,4,Cuarto trimestre del 2005,2005Q4,2005-12-31 23:59:59.999999999,57447
Sinaloa,Con acceso a instituciones de salud,Mujer,2005,4,Cuarto trimestre del 2005,2005Q4,2005-12-31 23:59:59.999999999,31483
Sinaloa,Con acceso a instituciones de salud,Hombre,2006,1,Primer trimestre del 2006,2006Q1,2006-03-31 23:59:59.999999999,55512
Sinaloa,Con acceso a instituciones de salud,Mujer,2006,1,Primer trimestre del 2006,2006Q1,2006-03-31 23:59:59.999999999,32165
Sinaloa,Con acceso a instituciones de salud,Hombre,2006,2,Segundo trimestre del 2006,2006Q2,2006-06-30 23:59:59.999999999,58901
Sinaloa,Con acceso a instituciones de salud,Mujer,2006,2,Segundo trimestre del 2006,2006Q2,2006-06-30 23:59:59.999999999,28950
Sinaloa,Con acceso a instituciones de salud,Hombre,2006,3,Tercer trimestre del 2006,2006Q3,2006-09-30 23:59:59.999999999,53737
Sinaloa,Con acceso a instituciones de salud,Mujer,2006,3,Tercer trimestre del 2006,2006Q3,2006-09-30 23:59:59.999999999,35303
Sinaloa,Con acceso a instituciones de salud,Hombre,2006,4,Cuarto trimestre del 2006,2006Q4,2006-12-31 23:59:59.999999999,48543
Sinaloa,Con acceso a instituciones de salud,Mujer,2006,4,Cuarto trimestre del 2006,2006Q4,2006-12-31 23:59:59.999999999,37150
Sinaloa,Con acceso a instituciones de salud,Hombre,2007,1,Primer trimestre del 2007,2007Q1,2007-03-31 23:59:59.999999999,47273
Sinaloa,Con acceso a instituciones de salud,Mujer,2007,1,Primer trimestre del 2007,2007Q1,2007-03-31 23:59:59.999999999,39559
Sinaloa,Con acceso a instituciones de salud,Hombre,2007,2,Segundo trimestre del 2007,2007Q2,2007-06-30 23:59:59.999999999,52957
Sinaloa,Con acceso a instituciones de salud,Mujer,2007,2,Segundo trimestre del 2007,2007Q2,2007-06-30 23:59:59.999999999,41058
Sinaloa,Con acceso a instituciones de salud,Hombre,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,55225
Sinaloa,Con acceso a instituciones de salud,Mujer,2007,3,Tercer trimestre del 2007,2007Q3,2007-09-30 23:59:59.999999999,41371
Sinaloa,Con acceso a instituciones de salud,Hombre,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,56816
Sinaloa,Con acceso a instituciones de salud,Mujer,2007,4,Cuarto trimestre del 2007,2007Q4,2007-12-31 23:59:59.999999999,38508
Sinaloa,Con acceso a instituciones de salud,Hombre,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,52111
Sinaloa,Con acceso a instituciones de salud,Mujer,2008,1,Primer trimestre del 2008,2008Q1,2008-03-31 23:59:59.999999999,35863
Sinaloa,Con acceso a instituciones de salud,Hombre,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,53781
Sinaloa,Con acceso a instituciones de salud,Mujer,2008,2,Segundo trimestre del 2008,2008Q2,2008-06-30 23:59:59.999999999,38732
Sinaloa,Con acceso a instituciones de salud,Hombre,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,62030
Sinaloa,Con acceso a instituciones de salud,Mujer,2008,3,Tercer trimestre del 2008,2008Q3,2008-09-30 23:59:59.999999999,40550
Sinaloa,Con acceso a instituciones de salud,Hombre,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,61570
Sinaloa,Con acceso a instituciones de salud,Mujer,2008,4,Cuarto trimestre del 2008,2008Q4,2008-12-31 23:59:59.999999999,45852
Sinaloa,Con acceso a instituciones de salud,Hombre,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,54485
Sinaloa,Con acceso a instituciones de salud,Mujer,2009,1,Primer trimestre del 2009,2009Q1,2009-03-31 23:59:59.999999999,43199
Sinaloa,Con acceso a instituciones de salud,Hombre,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,54548
Sinaloa,Con acceso a instituciones de salud,Mujer,2009,2,Segundo trimestre del 2009,2009Q2,2009-06-30 23:59:59.999999999,41803
Sinaloa,Con acceso a instituciones de salud,Hombre,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,56463
Sinaloa,Con acceso a instituciones de salud,Mujer,2009,3,Tercer trimestre del 2009,2009Q3,2009-09-30 23:59:59.999999999,50967
Sinaloa,Con acceso a instituciones de salud,Hombre,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,51643
Sinaloa,Con acceso a instituciones de salud,Mujer,2009,4,Cuarto trimestre del 2009,2009Q4,2009-12-31 23:59:59.999999999,47765
Sinaloa,Con acceso a instituciones de salud,Hombre,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,64537
Sinaloa,Con acceso a instituciones de salud,Mujer,2010,1,Primer trimestre del 2010,2010Q1,2010-03-31 23:59:59.999999999,47408
Sinaloa,Con acceso a instituciones de salud,Hombre,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,59924
Sinaloa,Con acceso a instituciones de salud,Mujer,2010,2,Segundo trimestre del 2010,2010Q2,2010-06-30 23:59:59.999999999,45338
Sinaloa,Con acceso a instituciones de salud,Hombre,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,70578
Sinaloa,Con acceso a instituciones de salud,Mujer,2010,3,Tercer trimestre del 2010,2010Q3,2010-09-30 23:59:59.999999999,43810
Sinaloa,Con acceso a instituciones de salud,Hombre,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,68066
Sinaloa,Con acceso a instituciones de salud,Mujer,2010,4,Cuarto trimestre del 2010,2010Q4,2010-12-31 23:59:59.999999999,41195
Sinaloa,Con acceso a instituciones de salud,Hombre,2011,1,Primer trimestre del 2011,2011Q1,2011-03-31 23:59:59.999999999,59779
